count,event_type,timestamp_sec,timestamp_nsec
1011,falling,16686,616330481
1012,rising,16686,616494954
1013,falling,16686,616661177
1014,rising,16686,616827899
1015,falling,16686,616994246
1016,rising,16686,617161094
1017,falling,16686,617327566
1018,rising,16686,617494663
1019,falling,16686,617661136
1020,rising,16686,617827733
1021,falling,16686,617994206
1022,rising,16686,618161303
1023,falling,16686,618327900
1024,rising,16686,618497497
1025,falling,16686,618661095
1026,rising,16686,618828317
1027,falling,16686,618994415
1028,rising,16686,619161387
1029,falling,16686,619327859
1030,rising,16686,619497456
1031,falling,16686,619660804
1032,rising,16686,619828027
1033,falling,16686,619994124
1034,rising,16686,620161721
1035,falling,16686,620327944
1036,rising,16686,620494416
1037,falling,16686,620661014
1038,rising,16686,620827861
1039,falling,16686,620994083
1040,rising,16686,621161056
1041,falling,16686,621328028
1042,rising,16686,621494375
1043,falling,16686,621663722
1044,rising,16686,621827695
1045,falling,16686,621997542
1046,rising,16686,622162265
1047,falling,16686,622328112
1048,rising,16686,622495085
1049,falling,16686,622664556
1050,rising,16686,622827904
1051,falling,16686,622994377
1052,rising,16686,623161349
1053,falling,16686,623328071
1054,rising,16686,623494669
1055,falling,16686,623664266
1056,rising,16686,623827989
1057,falling,16686,623994711
1058,rising,16686,624161183
1059,falling,16686,624327531
1060,rising,16686,624494503
1061,falling,16686,624661225
1062,rising,16686,624828073
1063,falling,16686,624994170
1064,rising,16686,625161643
1065,falling,16686,625328115
1066,rising,16686,625494962
1067,falling,16686,625661310
1068,rising,16686,625831032
1069,falling,16686,625994504
1070,rising,16686,626160977
1071,falling,16686,626328074
1072,rising,16686,626494422
1073,falling,16686,626661269
1074,rising,16686,626830866
1075,falling,16686,626994464
1076,rising,16686,627161186
1077,falling,16686,627327783
1078,rising,16686,627494756
1079,falling,16686,627661228
1080,rising,16686,627827951
1081,falling,16686,627994048
1082,rising,16686,628161145
1083,falling,16686,628327618
1084,rising,16686,628494215
1085,falling,16686,628661437
1086,rising,16686,628828160
1087,falling,16686,628997007
1088,rising,16686,629161480
1089,falling,16686,629327827
1090,rising,16686,629494549
1091,falling,16686,629661022
1092,rising,16686,629828244
1093,falling,16686,629997591
1094,rising,16686,630162689
1095,falling,16686,630328036
1096,rising,16686,630494634
1097,falling,16686,630660731
1098,rising,16686,630827828
1099,falling,16686,630996925
1100,rising,16686,631161398
1101,falling,16686,631327371
1102,rising,16686,631494468
1103,falling,16686,631661190
1104,rising,16686,631827663
1105,falling,16686,631994635
1106,rising,16686,632161357
1107,falling,16686,632328080
1108,rising,16686,632494302
1109,falling,16686,632661149
1110,rising,16686,632827747
1111,falling,16686,632993969
1112,rising,16686,633163816
1113,falling,16686,633327289
1114,rising,16686,633495011
1115,falling,16686,633660984
1116,rising,16686,633827706
1117,falling,16686,633994303
1118,rising,16686,634163900
1119,falling,16686,634327623
1120,rising,16686,634494346
1121,falling,16686,634660693
1122,rising,16686,634827915
1123,falling,16686,634994138
1124,rising,16686,635161110
1125,falling,16686,635327957
1126,rising,16686,635494430
1127,falling,16686,635660902
1128,rising,16686,635828000
1129,falling,16686,635994597
1130,rising,16686,636161444
1131,falling,16686,636330416
1132,rising,16686,636494764
1133,falling,16686,636661361
1134,rising,16686,636828084
1135,falling,16686,636993931
1136,rising,16686,637161279
1137,falling,16686,637330500
1138,rising,16686,637494473
1139,falling,16686,637660946
1140,rising,16686,637828043
1141,falling,16686,637994265
1142,rising,16686,638161238
1143,falling,16686,638330835
1144,rising,16686,638494932
1145,falling,16686,638661155
1146,rising,16686,638828252
