Time [s],Channel 0,Channel 2
7.218012640,0,0
7.223008640,1,0
7.223012480,1,1
7.228008640,0,1
7.228012480,0,0
7.233008480,1,0
7.233012320,1,1
7.238008480,0,1
7.238012320,0,0
7.243008320,1,0
7.243012160,1,1
7.248008160,0,1
7.248012160,0,0
7.253008160,1,0
7.253012000,1,1
7.258008000,0,1
7.258012000,0,0
7.263008000,1,0
7.263011680,1,1
7.268007840,0,1
7.268011680,0,0
7.273007840,1,0
7.273011520,1,1
7.278007680,0,1
7.278011520,0,0
7.283007520,1,0
7.283011360,1,1
7.288007520,0,1
7.288011360,0,0
7.293007360,1,0
7.293011200,1,1
7.298007360,0,1
7.298011200,0,0
7.303007200,1,0
7.303011040,1,1
7.308007200,0,1
7.308011040,0,0
7.313007040,1,0
7.313010880,1,1
7.318007040,0,1
7.318010880,0,0
7.323006880,1,0
7.323010720,1,1
7.328006880,0,1
7.328010880,0,0
7.333006720,1,0
7.333010560,1,1
7.338006560,0,1
7.338010560,0,0
7.343006560,1,0
7.343010400,1,1
7.348006400,0,1
7.348010400,0,0
7.353006400,1,0
7.353010080,1,1
7.358006240,0,1
7.358010080,0,0
7.363006240,1,0
7.363009920,1,1
7.368006080,0,1
7.368009920,0,0
7.373005920,1,0
7.373009760,1,1
7.378005920,0,1
7.378009760,0,0
7.383005760,1,0
7.383009600,1,1
7.388005760,0,1
7.388009600,0,0
7.393005600,1,0
7.393009440,1,1
7.398005600,0,1
7.398009440,0,0
7.403005440,1,0
7.403009280,1,1
7.408005440,0,1
7.408009280,0,0
7.413005280,1,0
7.413009120,1,1
7.418005280,0,1
7.418009120,0,0
7.423005120,1,0
7.423008960,1,1
7.428004960,0,1
7.428008960,0,0
7.433004960,1,0
7.433008800,1,1
7.438004800,0,1
7.438008800,0,0
7.443004800,1,0
7.443008480,1,1
7.448004640,0,1
7.448008480,0,0
7.453004640,1,0
7.453008320,1,1
7.458004480,0,1
7.458008320,0,0
7.463004320,1,0
7.463008160,1,1
7.468004320,0,1
7.468008160,0,0
7.473004160,1,0
7.473008000,1,1
7.478004160,0,1
7.478007200,0,0
7.483004000,1,0
7.483007040,1,1
7.488004000,0,1
7.488008160,0,0
7.493003840,1,0
7.493007680,1,1
7.498003840,0,1
7.498007680,0,0
7.503003680,1,0
7.503007520,1,1
7.508003680,0,1
7.508007520,0,0
7.513003520,1,0
7.513007360,1,1
7.518003360,0,1
7.518007360,0,0
7.523003360,1,0
7.523007200,1,1
7.528003200,0,1
7.528007200,0,0
7.533003200,1,0
7.533006880,1,1
7.538003040,0,1
7.538006880,0,0
7.543003040,1,0
7.543006720,1,1
7.548002880,0,1
7.548006720,0,0
7.553002720,1,0
7.553006560,1,1
7.558002720,0,1
7.558006560,0,0
7.563002560,1,0
7.563006400,1,1
7.568002560,0,1
7.568006400,0,0
7.573002400,1,0
7.573006240,1,1
7.578002400,0,1
7.578006240,0,0
7.583002240,1,0
7.583006080,1,1
7.588002240,0,1
7.588006080,0,0
7.593002080,1,0
7.593005920,1,1
7.598002080,0,1
7.598005920,0,0
7.603001920,1,0
7.603005760,1,1
7.608001760,0,1
7.608005760,0,0
7.613001760,1,0
7.613005600,1,1
7.618001600,0,1
7.618005600,0,0
7.623001600,1,0
7.623005280,1,1
7.628001440,0,1
7.628005280,0,0
7.633001440,1,0
7.633005120,1,1
7.638001280,0,1
7.638005120,0,0
7.643001120,1,0
7.643004960,1,1
7.648001120,0,1
7.648004960,0,0
7.653000960,1,0
7.653004800,1,1
7.658000960,0,1
7.658004800,0,0
7.663000800,1,0
7.663004800,1,1
7.668000800,0,1
7.668004640,0,0
7.673000640,1,0
7.673004480,1,1
7.678000640,0,1
7.678004480,0,0
7.683000480,1,0
7.683004320,1,1
7.688000480,0,1
7.688004320,0,0
7.693000320,1,0
7.693004160,1,1
7.698000160,0,1
7.698004160,0,0
7.703000160,1,0
7.703004000,1,1
7.708000000,0,1
7.708004000,0,0
7.713000000,1,0
7.713003680,1,1
7.717999840,0,1
7.718003680,0,0
7.722999840,1,0
7.723003520,1,1
7.727999680,0,1
7.728003520,0,0
7.732999520,1,0
7.733003360,1,1
7.737999520,0,1
7.738003360,0,0
7.742999360,1,0
7.743003200,1,1
7.747999360,0,1
7.748003200,0,0
7.752999200,1,0
7.753003040,1,1
7.757999200,0,1
7.758003040,0,0
7.762999040,1,0
7.763002880,1,1
7.767999040,0,1
7.768002880,0,0
7.772998880,1,0
7.773002720,1,1
7.777998880,0,1
7.778002720,0,0
7.782998720,1,0
7.783002560,1,1
7.787998560,0,1
7.788002560,0,0
7.792998560,1,0
7.793002400,1,1
7.797998400,0,1
7.798002400,0,0
7.802998400,1,0
7.803002080,1,1
7.807998240,0,1
7.808002080,0,0
7.812998240,1,0
7.813001920,1,1
7.817998080,0,1
7.818001920,0,0
7.822997920,1,0
7.823001760,1,1
7.827997920,0,1
7.828001760,0,0
7.832997760,1,0
7.833001600,1,1
7.837997760,0,1
7.838001760,0,0
7.842997600,1,0
7.843001440,1,1
7.847997600,0,1
7.848001440,0,0
7.852997440,1,0
7.853001280,1,1
7.857997440,0,1
7.858001280,0,0
7.862997280,1,0
7.863001120,1,1
7.867997280,0,1
7.868001120,0,0
7.872997120,1,0
7.873000960,1,1
7.877996960,0,1
7.878000960,0,0
7.882996960,1,0
7.883000800,1,1
7.887996800,0,1
7.888000800,0,0
7.892996800,1,0
7.893000480,1,1
7.897996640,0,1
7.898000480,0,0
7.902996640,1,0
7.903000320,1,1
7.907996480,0,1
7.908000320,0,0
7.912996320,1,0
7.913000160,1,1
7.917996320,0,1
7.918000160,0,0
7.922996160,1,0
7.923000000,1,1
7.927996160,0,1
7.928000000,0,0
7.932996000,1,0
7.932999840,1,1
7.937996000,0,1
7.937999840,0,0
7.942995840,1,0
7.942999680,1,1
7.947995840,0,1
7.947999680,0,0
7.952995680,1,0
7.952999520,1,1
7.957995680,0,1
7.957999520,0,0
7.962995520,1,0
7.962999360,1,1
7.967995360,0,1
7.967999360,0,0
7.972995360,1,0
7.972999200,1,1
7.977995200,0,1
7.977999200,0,0
7.982995200,1,0
7.982998880,1,1
7.987995040,0,1
7.987998080,0,0
7.992995040,1,0
7.992997920,1,1
7.997994880,0,1
7.997998880,0,0
8.002994720,1,0
8.002998560,1,1
8.007994720,0,1
8.007998560,0,0
8.012994560,1,0
8.012998400,1,1
8.017994560,0,1
8.017998400,0,0
8.022994400,1,0
8.022998240,1,1
8.027994400,0,1
8.027998240,0,0
8.032994240,1,0
8.032998080,1,1
8.037994240,0,1
8.037998080,0,0
8.042994080,1,0
8.042997920,1,1
8.047994080,0,1
8.047997920,0,0
8.052993920,1,0
8.052997760,1,1
8.057993760,0,1
8.057997760,0,0
8.062993760,1,0
8.062997600,1,1
8.067993600,0,1
8.067997600,0,0
8.072993600,1,0
8.072997280,1,1
8.077993440,0,1
8.077997280,0,0
8.082993440,1,0
8.082997120,1,1
8.087993280,0,1
8.087997120,0,0
8.092993120,1,0
8.092996960,1,1
8.097993120,0,1
8.097996960,0,0
8.102992960,1,0
8.102996800,1,1
8.107992960,0,1
8.107996800,0,0
8.112992800,1,0
8.112996640,1,1
8.117992800,0,1
8.117996640,0,0
8.122992640,1,0
8.122996480,1,1
8.127992640,0,1
8.127996480,0,0
8.132992480,1,0
8.132996320,1,1
8.137992480,0,1
8.137996320,0,0
8.142992320,1,0
8.142996160,1,1
8.147992160,0,1
8.147996160,0,0
8.152992160,1,0
8.152996000,1,1
8.157992000,0,1
8.157996000,0,0
8.162992000,1,0
8.162995680,1,1
8.167991840,0,1
8.167995680,0,0
8.172991840,1,0
8.172995680,1,1
8.177991680,0,1
8.177995520,0,0
8.182991520,1,0
8.182995360,1,1
8.187991520,0,1
8.187995360,0,0
8.192991360,1,0
8.192995200,1,1
8.197991360,0,1
8.197995200,0,0
8.202991200,1,0
8.202995040,1,1
8.207991200,0,1
8.207995040,0,0
8.212991040,1,0
8.212994880,1,1
8.217991040,0,1
8.217994880,0,0
8.222990880,1,0
8.222994720,1,1
8.227990880,0,1
8.227994720,0,0
8.232990720,1,0
8.232994560,1,1
8.237990560,0,1
8.237994560,0,0
8.242990560,1,0
8.242994400,1,1
8.247990400,0,1
8.247994400,0,0
8.252990400,1,0
8.252994080,1,1
8.257990240,0,1
8.257994080,0,0
8.262990240,1,0
8.262993920,1,1
8.267990080,0,1
8.267993920,0,0
8.272989920,1,0
8.272993760,1,1
8.277989920,0,1
8.277993760,0,0
8.282989760,1,0
8.282993600,1,1
8.287989760,0,1
8.287993600,0,0
8.292989600,1,0
8.292993440,1,1
8.297989600,0,1
8.297993440,0,0
8.302989440,1,0
8.302993280,1,1
8.307989440,0,1
8.307993280,0,0
8.312989280,1,0
8.312993120,1,1
8.317989280,0,1
8.317993120,0,0
8.322989120,1,0
8.322992960,1,1
8.327988960,0,1
8.327992960,0,0
8.332988960,1,0
8.332992640,1,1
8.337988800,0,1
8.337992800,0,0
8.342988800,1,0
8.342992800,1,1
8.347988640,0,1
8.347992480,0,0
8.352988640,1,0
8.352992320,1,1
8.357988480,0,1
8.357992320,0,0
8.362988320,1,0
8.362992160,1,1
8.367988320,0,1
8.367992160,0,0
8.372988160,1,0
8.372992000,1,1
8.377988160,0,1
8.377992000,0,0
8.382988000,1,0
8.382991840,1,1
8.387988000,0,1
8.387991840,0,0
8.392987840,1,0
8.392991680,1,1
8.397987840,0,1
8.397991680,0,0
8.402987680,1,0
8.402991520,1,1
8.407987680,0,1
8.407991520,0,0
8.412987520,1,0
8.412991360,1,1
8.417987360,0,1
8.417991360,0,0
8.422987360,1,0
8.422991200,1,1
8.427987200,0,1
8.427991200,0,0
8.432987200,1,0
8.432990880,1,1
8.437987040,0,1
8.437990880,0,0
8.442987040,1,0
8.442990720,1,1
8.447986880,0,1
8.447990720,0,0
8.452986720,1,0
8.452990560,1,1
8.457986720,0,1
8.457990560,0,0
8.462986560,1,0
8.462990400,1,1
8.467986560,0,1
8.467990400,0,0
8.472986400,1,0
8.472990240,1,1
8.477986400,0,1
8.477990240,0,0
8.482986240,1,0
8.482990080,1,1
8.487986240,0,1
8.487990080,0,0
8.492986080,1,0
8.492989920,1,1
8.497986080,0,1
8.497989120,0,0
8.502985920,1,0
8.502989920,1,1
8.507985760,0,1
8.507989760,0,0
8.512985760,1,0
8.512989600,1,1
8.517985600,0,1
8.517989600,0,0
8.522985600,1,0
8.522989280,1,1
8.527985440,0,1
8.527989280,0,0
8.532985440,1,0
8.532989120,1,1
8.537985280,0,1
8.537989120,0,0
8.542985120,1,0
8.542988960,1,1
8.547985120,0,1
8.547988960,0,0
8.552984960,1,0
8.552988800,1,1
8.557984960,0,1
8.557988800,0,0
8.562984800,1,0
8.562988640,1,1
8.567984800,0,1
8.567988640,0,0
8.572984640,1,0
8.572988480,1,1
8.577984640,0,1
8.577988480,0,0
8.582984480,1,0
8.582988320,1,1
8.587984480,0,1
8.587988320,0,0
8.592984320,1,0
8.592988160,1,1
8.597984160,0,1
8.597988160,0,0
8.602984160,1,0
8.602987840,1,1
8.607984000,0,1
8.607987840,0,0
8.612984000,1,0
8.612987680,1,1
8.617983840,0,1
8.617987680,0,0
8.622983840,1,0
8.622987520,1,1
8.627983680,0,1
8.627987520,0,0
8.632983520,1,0
8.632987360,1,1
8.637983520,0,1
8.637987360,0,0
8.642983360,1,0
8.642987200,1,1
8.647983360,0,1
8.647987200,0,0
8.652983200,1,0
8.652987040,1,1
8.657983200,0,1
8.657987040,0,0
8.662983040,1,0
8.662986880,1,1
8.667983040,0,1
8.667986880,0,0
8.672982880,1,0
8.672986720,1,1
8.677982880,0,1
8.677986880,0,0
8.682982720,1,0
8.682986560,1,1
8.687982560,0,1
8.687986560,0,0
8.692982560,1,0
8.692986400,1,1
8.697982400,0,1
8.697986400,0,0
8.702982400,1,0
8.702986080,1,1
8.707982240,0,1
8.707986080,0,0
8.712982240,1,0
8.712985920,1,1
8.717982080,0,1
8.717985920,0,0
8.722981920,1,0
8.722985760,1,1
8.727981920,0,1
8.727985760,0,0
8.732981760,1,0
8.732985600,1,1
8.737981760,0,1
8.737985600,0,0
8.742981600,1,0
8.742985440,1,1
8.747981600,0,1
8.747985440,0,0
8.752981440,1,0
8.752985280,1,1
8.757981440,0,1
8.757985280,0,0
8.762981280,1,0
8.762985120,1,1
8.767981280,0,1
8.767985120,0,0
8.772981120,1,0
8.772984960,1,1
8.777980960,0,1
8.777984960,0,0
8.782980960,1,0
8.782984800,1,1
8.787980800,0,1
8.787984800,0,0
8.792980800,1,0
8.792984480,1,1
8.797980640,0,1
8.797984480,0,0
8.802980640,1,0
8.802984320,1,1
8.807980480,0,1
8.807984320,0,0
8.812980320,1,0
8.812984160,1,1
8.817980320,0,1
8.817984160,0,0
8.822980160,1,0
8.822984000,1,1
8.827980160,0,1
8.827984000,0,0
8.832980000,1,0
8.832983840,1,1
8.837980000,0,1
8.837983840,0,0
8.842979840,1,0
8.842983680,1,1
8.847979840,0,1
8.847983680,0,0
8.852979680,1,0
8.852983680,1,1
8.857979680,0,1
8.857983520,0,0
8.862979520,1,0
8.862983360,1,1
8.867979360,0,1
8.867983360,0,0
8.872979360,1,0
8.872983040,1,1
8.877979200,0,1
8.877983200,0,0
8.882979200,1,0
8.882982880,1,1
8.887979040,0,1
8.887982880,0,0
8.892979040,1,0
8.892982720,1,1
8.897978880,0,1
8.897982720,0,0
8.902978720,1,0
8.902982560,1,1
8.907978720,0,1
8.907982560,0,0
8.912978560,1,0
8.912982400,1,1
8.917978560,0,1
8.917982400,0,0
8.922978400,1,0
8.922982240,1,1
8.927978400,0,1
8.927982240,0,0
8.932978240,1,0
8.932982080,1,1
8.937978240,0,1
8.937982080,0,0
8.942978080,1,0
8.942981920,1,1
8.947978080,0,1
8.947981920,0,0
8.952977920,1,0
8.952981760,1,1
8.957977760,0,1
8.957981760,0,0
8.962977760,1,0
8.962981440,1,1
8.967977600,0,1
8.967981440,0,0
8.972977600,1,0
8.972981280,1,1
8.977977440,0,1
8.977981280,0,0
8.982977440,1,0
8.982981120,1,1
8.987977280,0,1
8.987981120,0,0
8.992977120,1,0
8.992980960,1,1
8.997977120,0,1
8.997980960,0,0
9.002976960,1,0
9.002980000,1,1
9.007976960,0,1
9.007980000,0,0
9.012976800,1,0
9.012980640,1,1
9.017976800,0,1
9.017980640,0,0
9.022976640,1,0
9.022980480,1,1
9.027976640,0,1
9.027980480,0,0
9.032976480,1,0
9.032980320,1,1
9.037976480,0,1
9.037980320,0,0
9.042976320,1,0
9.042980160,1,1
9.047976160,0,1
9.047980160,0,0
9.052976160,1,0
9.052979840,1,1
9.057976000,0,1
9.057979840,0,0
9.062976000,1,0
9.062979680,1,1
9.067975840,0,1
9.067979680,0,0
9.072975840,1,0
9.072979520,1,1
9.077975680,0,1
9.077979520,0,0
9.082975520,1,0
9.082979360,1,1
9.087975520,0,1
9.087979360,0,0
9.092975360,1,0
9.092979200,1,1
9.097975360,0,1
9.097979200,0,0
9.102975200,1,0
9.102979040,1,1
9.107975200,0,1
9.107979040,0,0
9.112975040,1,0
9.112978880,1,1
9.117975040,0,1
9.117978880,0,0
9.122974880,1,0
9.122978720,1,1
9.127974880,0,1
9.127978720,0,0
9.132974720,1,0
9.132978560,1,1
9.137974560,0,1
9.137978560,0,0
9.142974560,1,0
9.142978240,1,1
9.147974400,0,1
9.147978240,0,0
9.152974400,1,0
9.152978080,1,1
9.157974240,0,1
9.157978080,0,0
9.162974240,1,0
9.162977920,1,1
9.167974080,0,1
9.167977920,0,0
9.172973920,1,0
9.172977760,1,1
9.177973920,0,1
9.177977760,0,0
9.182973760,1,0
9.182977600,1,1
9.187973760,0,1
9.187977760,0,0
9.192973600,1,0
9.192977440,1,1
9.197973600,0,1
9.197977440,0,0
9.202973440,1,0
9.202977280,1,1
9.207973440,0,1
9.207977280,0,0
9.212973280,1,0
9.212977120,1,1
9.217973280,0,1
9.217977120,0,0
9.222973120,1,0
9.222976960,1,1
9.227972960,0,1
9.227976960,0,0
9.232972960,1,0
9.232976640,1,1
9.237972800,0,1
9.237976640,0,0
9.242972800,1,0
9.242976480,1,1
9.247972640,0,1
9.247976480,0,0
9.252972640,1,0
9.252976320,1,1
9.257972480,0,1
9.257976320,0,0
9.262972320,1,0
9.262976160,1,1
9.267972320,0,1
9.267976160,0,0
9.272972160,1,0
9.272976000,1,1
9.277972160,0,1
9.277976000,0,0
9.282972000,1,0
9.282975840,1,1
9.287972000,0,1
9.287975840,0,0
9.292971840,1,0
9.292975680,1,1
9.297971840,0,1
9.297975680,0,0
9.302971680,1,0
9.302975520,1,1
9.307971680,0,1
9.307975520,0,0
9.312971520,1,0
9.312975360,1,1
9.317971360,0,1
9.317975360,0,0
9.322971360,1,0
9.322975040,1,1
9.327971200,0,1
9.327975200,0,0
9.332971200,1,0
9.332974880,1,1
9.337971040,0,1
9.337974880,0,0
9.342971040,1,0
9.342974720,1,1
9.347970880,0,1
9.347974720,0,0
9.352970720,1,0
9.352974560,1,1
9.357970720,0,1
9.357974560,0,0
9.362970560,1,0
9.362974560,1,1
9.367970560,0,1
9.367974400,0,0
9.372970400,1,0
9.372974240,1,1
9.377970400,0,1
9.377974240,0,0
9.382970240,1,0
9.382974080,1,1
9.387970240,0,1
9.387974080,0,0
9.392970080,1,0
9.392973920,1,1
9.397969920,0,1
9.397973920,0,0
9.402969920,1,0
9.402973760,1,1
9.407969760,0,1
9.407973760,0,0
9.412969760,1,0
9.412973600,1,1
9.417969600,0,1
9.417973440,0,0
9.422969600,1,0
9.422973280,1,1
9.427969440,0,1
9.427973280,0,0
9.432969440,1,0
9.432973120,1,1
9.437969280,0,1
9.437973120,0,0
9.442969120,1,0
9.442972960,1,1
9.447969120,0,1
9.447972960,0,0
9.452968960,1,0
9.452972800,1,1
9.457968960,0,1
9.457972800,0,0
9.462968800,1,0
9.462972640,1,1
9.467968800,0,1
9.467972640,0,0
9.472968640,1,0
9.472972480,1,1
9.477968640,0,1
9.477972480,0,0
9.482968480,1,0
9.482972320,1,1
9.487968320,0,1
9.487972320,0,0
9.492968320,1,0
9.492972160,1,1
9.497968160,0,1
9.497972160,0,0
9.502968160,1,0
9.502971840,1,1
9.507968000,0,1
9.507971840,0,0
9.512968000,1,0
9.512970880,1,1
9.517967840,0,1
9.517970880,0,0
9.522967840,1,0
9.522971680,1,1
9.527967680,0,1
9.527971520,0,0
9.532967520,1,0
9.532971360,1,1
9.537967520,0,1
9.537971360,0,0
9.542967360,1,0
9.542971200,1,1
9.547967360,0,1
9.547971200,0,0
9.552967200,1,0
9.552971040,1,1
9.557967200,0,1
9.557971040,0,0
9.562967040,1,0
9.562970880,1,1
9.567967040,0,1
9.567970880,0,0
9.572966880,1,0
9.572970720,1,1
9.577966720,0,1
9.577970720,0,0
9.582966720,1,0
9.582970560,1,1
9.587966560,0,1
9.587970560,0,0
9.592966560,1,0
9.592970240,1,1
9.597966400,0,1
9.597970240,0,0
9.602966400,1,0
9.602970080,1,1
9.607966240,0,1
9.607970080,0,0
9.612966240,1,0
9.612969920,1,1
9.617966080,0,1
9.617969920,0,0
9.622965920,1,0
9.622969760,1,1
9.627965920,0,1
9.627969760,0,0
9.632965760,1,0
9.632969600,1,1
9.637965760,0,1
9.637969600,0,0
9.642965600,1,0
9.642969440,1,1
9.647965600,0,1
9.647969440,0,0
9.652965440,1,0
9.652969280,1,1
9.657965440,0,1
9.657969280,0,0
9.662965280,1,0
9.662969120,1,1
9.667965120,0,1
9.667969120,0,0
9.672965120,1,0
9.672968960,1,1
9.677964960,0,1
9.677968960,0,0
9.682964960,1,0
9.682968640,1,1
9.687964800,0,1
9.687968640,0,0
9.692964800,1,0
9.692968800,1,1
9.697964640,0,1
9.697968480,0,0
9.702964640,1,0
9.702968320,1,1
9.707964480,0,1
9.707968320,0,0
9.712964320,1,0
9.712968160,1,1
9.717964320,0,1
9.717968160,0,0
9.722964160,1,0
9.722968000,1,1
9.727964160,0,1
9.727968000,0,0
9.732964000,1,0
9.732967840,1,1
9.737964000,0,1
9.737967840,0,0
9.742963840,1,0
9.742967680,1,1
9.747963840,0,1
9.747967680,0,0
9.752963680,1,0
9.752967520,1,1
9.757963520,0,1
9.757967520,0,0
9.762963520,1,0
9.762967360,1,1
9.767963360,0,1
9.767967360,0,0
9.772963360,1,0
9.772967040,1,1
9.777963200,0,1
9.777967040,0,0
9.782963200,1,0
9.782966880,1,1
9.787963040,0,1
9.787966880,0,0
9.792962880,1,0
9.792966720,1,1
9.797962880,0,1
9.797966720,0,0
9.802962720,1,0
9.802966560,1,1
9.807962720,0,1
9.807966560,0,0
9.812962560,1,0
9.812966400,1,1
9.817962560,0,1
9.817966400,0,0
9.822962400,1,0
9.822966240,1,1
9.827962400,0,1
9.827966240,0,0
9.832962240,1,0
9.832966080,1,1
9.837962240,0,1
9.837966080,0,0
9.842962080,1,0
9.842965920,1,1
9.847961920,0,1
9.847965920,0,0
9.852961920,1,0
9.852965760,1,1
9.857961760,0,1
9.857965760,0,0
9.862961760,1,0
9.862965440,1,1
9.867961600,0,1
9.867965760,0,0
9.872961600,1,0
9.872965280,1,1
9.877961440,0,1
9.877965280,0,0
9.882961280,1,0
9.882965120,1,1
9.887961280,0,1
9.887965120,0,0
9.892961120,1,0
9.892964960,1,1
9.897961120,0,1
9.897964960,0,0
9.902960960,1,0
9.902964800,1,1
9.907960960,0,1
9.907964800,0,0
9.912960800,1,0
9.912964640,1,1
9.917960800,0,1
9.917964640,0,0
9.922960640,1,0
9.922964480,1,1
9.927960640,0,1
9.927964480,0,0
9.932960480,1,0
9.932964320,1,1
9.937960320,0,1
9.937964320,0,0
9.942960320,1,0
9.942964160,1,1
9.947960160,0,1
9.947964160,0,0
9.952960160,1,0
9.952963840,1,1
9.957960000,0,1
9.957963840,0,0
9.962960000,1,0
9.962963680,1,1
9.967959840,0,1
9.967963680,0,0
9.972959680,1,0
9.972963520,1,1
9.977959680,0,1
9.977963520,0,0
9.982959520,1,0
9.982963360,1,1
9.987959520,0,1
9.987963360,0,0
9.992959360,1,0
9.992963200,1,1
9.997959360,0,1
9.997963200,0,0
10.002959200,1,0
10.002963040,1,1
10.007959200,0,1
10.007963040,0,0
10.012959040,1,0
10.012962880,1,1
10.017959040,0,1
10.017962880,0,0
10.022958880,1,0
10.022961760,1,1
10.027958720,0,1
10.027962880,0,0
10.032958720,1,0
10.032962560,1,1
10.037958560,0,1
10.037962560,0,0
10.042958560,1,0
10.042962240,1,1
10.047958400,0,1
10.047962240,0,0
10.052958400,1,0
10.052962080,1,1
10.057958240,0,1
10.057962080,0,0
10.062958080,1,0
10.062961920,1,1
10.067958080,0,1
10.067961920,0,0
10.072957920,1,0
10.072961760,1,1
10.077957920,0,1
10.077961760,0,0
10.082957760,1,0
10.082961600,1,1
10.087957760,0,1
10.087961600,0,0
10.092957600,1,0
10.092961440,1,1
10.097957600,0,1
10.097961440,0,0
10.102957440,1,0
10.102961280,1,1
10.107957440,0,1
10.107961280,0,0
10.112957280,1,0
10.112961120,1,1
10.117957120,0,1
10.117961120,0,0
10.122957120,1,0
10.122960960,1,1
10.127956960,0,1
10.127960960,0,0
10.132956960,1,0
10.132960640,1,1
10.137956800,0,1
10.137960640,0,0
10.142956800,1,0
10.142960480,1,1
10.147956640,0,1
10.147960480,0,0
10.152956480,1,0
10.152960320,1,1
10.157956480,0,1
10.157960320,0,0
10.162956320,1,0
10.162960160,1,1
10.167956320,0,1
10.167960160,0,0
10.172956160,1,0
10.172960000,1,1
10.177956160,0,1
10.177960000,0,0
10.182956000,1,0
10.182959840,1,1
10.187956000,0,1
10.187959840,0,0
10.192955840,1,0
10.192959680,1,1
10.197955840,0,1
10.197959680,0,0
10.202955680,1,0
10.202959680,1,1
10.207955520,0,1
10.207959520,0,0
10.212955520,1,0
10.212959360,1,1
10.217955360,0,1
10.217959360,0,0
10.222955360,1,0
10.222959040,1,1
10.227955200,0,1
10.227959040,0,0
10.232955200,1,0
10.232958880,1,1
10.237955040,0,1
10.237958880,0,0
10.242954880,1,0
10.242958720,1,1
10.247954880,0,1
10.247958720,0,0
10.252954720,1,0
10.252958560,1,1
10.257954720,0,1
10.257958560,0,0
10.262954560,1,0
10.262958400,1,1
10.267954560,0,1
10.267958400,0,0
10.272954400,1,0
10.272958240,1,1
10.277954400,0,1
10.277958240,0,0
10.282954240,1,0
10.282958080,1,1
10.287954240,0,1
10.287958080,0,0
10.292954080,1,0
10.292957920,1,1
10.297953920,0,1
10.297957920,0,0
10.302953920,1,0
10.302957760,1,1
10.307953760,0,1
10.307957760,0,0
10.312953760,1,0
10.312957440,1,1
10.317953600,0,1
10.317957440,0,0
10.322953600,1,0
10.322957280,1,1
10.327953440,0,1
10.327957280,0,0
10.332953280,1,0
10.332957120,1,1
10.337953280,0,1
10.337957120,0,0
10.342953120,1,0
10.342956960,1,1
10.347953120,0,1
10.347956960,0,0
10.352952960,1,0
10.352956800,1,1
10.357952960,0,1
10.357956800,0,0
10.362952800,1,0
10.362956640,1,1
10.367952800,0,1
10.367956640,0,0
10.372952640,1,0
10.372956480,1,1
10.377952640,0,1
10.377956480,0,0
10.382952480,1,0
10.382956320,1,1
10.387952320,0,1
10.387956320,0,0
10.392952320,1,0
10.392956160,1,1
10.397952160,0,1
10.397956160,0,0
10.402952160,1,0
10.402955840,1,1
10.407952000,0,1
10.407955840,0,0
10.412952000,1,0
10.412955680,1,1
10.417951840,0,1
10.417955680,0,0
10.422951680,1,0
10.422955520,1,1
10.427951680,0,1
10.427955520,0,0
10.432951520,1,0
10.432955360,1,1
10.437951520,0,1
10.437955360,0,0
10.442951360,1,0
10.442955200,1,1
10.447951360,0,1
10.447955200,0,0
10.452951200,1,0
10.452955040,1,1
10.457951200,0,1
10.457955040,0,0
10.462951040,1,0
10.462954880,1,1
10.467951040,0,1
10.467954880,0,0
10.472950880,1,0
10.472954720,1,1
10.477950720,0,1
10.477954720,0,0
10.482950720,1,0
10.482954560,1,1
10.487950560,0,1
10.487954400,0,0
10.492950560,1,0
10.492954240,1,1
10.497950400,0,1
10.497954240,0,0
10.502950400,1,0
10.502954080,1,1
10.507950240,0,1
10.507954080,0,0
10.512950080,1,0
10.512953920,1,1
10.517950080,0,1
10.517953920,0,0
10.522949920,1,0
10.522953760,1,1
10.527949920,0,1
10.527952960,0,0
10.532949760,1,0
10.532952800,1,1
10.537949760,0,1
10.537953760,0,0
10.542949600,1,0
10.542953440,1,1
10.547949600,0,1
10.547953440,0,0
10.552949440,1,0
10.552953280,1,1
10.557949280,0,1
10.557953280,0,0
10.562949280,1,0
10.562953120,1,1
10.567949120,0,1
10.567953120,0,0
10.572949120,1,0
10.572952800,1,1
10.577948960,0,1
10.577952800,0,0
10.582948960,1,0
10.582952640,1,1
10.587948800,0,1
10.587952640,0,0
10.592948800,1,0
10.592952480,1,1
10.597948640,0,1
10.597952480,0,0
10.602948480,1,0
10.602952320,1,1
10.607948480,0,1
10.607952320,0,0
10.612948320,1,0
10.612952160,1,1
10.617948320,0,1
10.617952160,0,0
10.622948160,1,0
10.622952000,1,1
10.627948160,0,1
10.627952000,0,0
10.632948000,1,0
10.632951840,1,1
10.637948000,0,1
10.637951840,0,0
10.642947840,1,0
10.642951680,1,1
10.647947680,0,1
10.647951680,0,0
10.652947680,1,0
10.652951520,1,1
10.657947520,0,1
10.657951520,0,0
10.662947520,1,0
10.662951200,1,1
10.667947360,0,1
10.667951200,0,0
10.672947360,1,0
10.672951040,1,1
10.677947200,0,1
10.677951040,0,0
10.682947200,1,0
10.682950880,1,1
10.687947040,0,1
10.687950880,0,0
10.692946880,1,0
10.692950720,1,1
10.697946880,0,1
10.697950720,0,0
10.702946720,1,0
10.702950560,1,1
10.707946720,0,1
10.707950560,0,0
10.712946560,1,0
