Time [s],Channel 0,Channel 2
12.296172960,0,1
12.296220000,0,0
12.296672960,1,0
12.296723200,1,1
12.297172960,0,1
12.297219680,0,0
12.297672960,1,0
12.297722880,1,1
12.298172960,0,1
12.298220000,0,0
12.298672800,1,0
12.298722560,1,1
12.299172800,0,1
12.299219680,0,0
12.299672800,1,0
12.299723040,1,1
12.300172800,0,1
12.300220000,0,0
12.300672800,1,0
12.300723200,1,1
12.301172800,0,1
12.301219840,0,0
12.301672640,1,0
12.301719840,1,1
12.302172640,0,1
12.302220160,0,0
12.302672640,1,0
12.302719360,1,1
12.303172640,0,1
12.303222720,0,0
12.303672640,1,0
12.303725120,1,1
12.304172480,0,1
12.304227360,0,0
12.304672480,1,0
12.304723520,1,1
12.305172480,0,1
12.305227200,0,0
12.305672480,1,0
12.305723360,1,1
12.306172480,0,1
12.306226560,0,0
12.306672320,1,0
12.306723680,1,1
12.307172320,0,1
12.307227040,0,0
12.307672320,1,0
12.307723680,1,1
12.308172320,0,1
12.308226560,0,0
12.308672320,1,0
12.308723200,1,1
12.309172320,0,1
12.309226720,0,0
12.309672160,1,0
12.309723360,1,1
12.310172160,0,1
12.310226720,0,0
12.310672160,1,0
12.310723040,1,1
12.311172160,0,1
12.311226240,0,0
12.311672160,1,0
12.311723200,1,1
12.312172160,0,1
12.312223040,0,0
12.312672000,1,0
12.312723200,1,1
12.313172000,0,1
12.313222720,0,0
12.313672000,1,0
12.313727360,1,1
12.314172000,0,1
12.314223200,0,0
12.314672000,1,0
12.314725760,1,1
12.315171840,0,1
12.315222880,0,0
12.315671840,1,0
12.315725920,1,1
12.316171840,0,1
12.316223040,0,0
12.316671840,1,0
12.316725600,1,1
12.317171840,0,1
12.317222560,0,0
12.317671680,1,0
12.317726400,1,1
12.318171680,0,1
12.318222400,0,0
12.318671680,1,0
12.318725760,1,1
12.319171680,0,1
12.319222720,0,0
12.319671680,1,0
12.319725920,1,1
12.320171680,0,1
12.320222400,0,0
12.320671520,1,0
12.320726080,1,1
12.321171520,0,1
12.321222560,0,0
12.321671520,1,0
12.321725280,1,1
12.322171520,0,1
12.322222880,0,0
12.322671520,1,0
12.322725600,1,1
12.323171520,0,1
12.323222720,0,0
12.323671360,1,0
12.323723040,1,1
12.324171360,0,1
12.324224800,0,0
12.324671360,1,0
12.324722400,1,1
12.325171360,0,1
12.325225120,0,0
12.325671360,1,0
12.325722720,1,1
12.326171200,0,1
12.326225760,0,0
12.326671200,1,0
12.326722720,1,1
12.327171200,0,1
12.327225440,0,0
12.327671200,1,0
12.327722560,1,1
12.328171200,0,1
12.328225600,0,0
12.328671040,1,0
12.328722560,1,1
12.329171040,0,1
12.329225440,0,0
12.329671040,1,0
12.329722400,1,1
12.330171040,0,1
12.330225280,0,0
12.330671040,1,0
12.330722080,1,1
12.331171040,0,1
12.331224960,0,0
12.331670880,1,0
12.331721760,1,1
12.332170880,0,1
12.332225440,0,0
12.332670880,1,0
12.332721920,1,1
12.333170880,0,1
12.333225280,0,0
12.333670880,1,0
12.333722880,1,1
12.334170880,0,1
12.334221920,0,0
12.334670720,1,0
12.334722080,1,1
12.335170720,0,1
12.335221440,0,0
12.335670720,1,0
12.335724480,1,1
12.336170720,0,1
12.336221600,0,0
12.336670560,1,0
12.336724640,1,1
12.337170560,0,1
12.337221600,0,0
12.337670560,1,0
12.337724800,1,1
12.338170560,0,1
12.338221760,0,0
12.338670560,1,0
12.338724480,1,1
12.339170560,0,1
12.339221600,0,0
12.339670400,1,0
12.339724640,1,1
12.340170400,0,1
12.340221920,0,0
12.340670400,1,0
12.340724480,1,1
12.341170400,0,1
12.341221600,0,0
12.341670400,1,0
12.341724480,1,1
12.342170400,0,1
12.342221600,0,0
12.342670240,1,0
12.342724480,1,1
12.343170240,0,1
12.343221440,0,0
12.343670240,1,0
12.343725600,1,1
12.344170240,0,1
12.344221280,0,0
12.344670240,1,0
12.344720800,1,1
12.345170080,0,1
12.345221280,0,0
12.345670080,1,0
12.345721120,1,1
12.346170080,0,1
12.346224320,0,0
12.346670080,1,0
12.346721120,1,1
12.347170080,0,1
12.347223840,0,0
12.347669920,1,0
12.347721280,1,1
12.348169920,0,1
12.348223840,0,0
12.348669920,1,0
12.348721280,1,1
12.349169920,0,1
12.349224480,0,0
12.349669920,1,0
12.349720960,1,1
12.350169920,0,1
12.350224320,0,0
12.350669760,1,0
12.350721280,1,1
12.351169760,0,1
12.351224160,0,0
12.351669760,1,0
12.351721120,1,1
12.352169760,0,1
12.352223840,0,0
12.352669760,1,0
12.352720640,1,1
12.353169760,0,1
12.353223680,0,0
12.353669600,1,0
12.353721600,1,1
12.354169600,0,1
12.354224160,0,0
12.354669600,1,0
12.354720320,1,1
12.355169600,0,1
12.355220640,0,0
12.355669600,1,0
12.355720800,1,1
12.356169440,0,1
12.356220480,0,0
12.356669440,1,0
12.356723520,1,1
12.357169440,0,1
12.357220640,0,0
12.357669440,1,0
12.357723360,1,1
12.358169440,0,1
12.358220480,0,0
12.358669280,1,0
12.358723520,1,1
12.359169280,0,1
12.359220320,0,0
12.359669280,1,0
12.359723360,1,1
12.360169280,0,1
12.360220480,0,0
12.360669280,1,0
12.360723040,1,1
12.361169280,0,1
12.361219680,0,0
12.361669120,1,0
12.361723360,1,1
12.362169120,0,1
12.362220000,0,0
12.362669120,1,0
12.362723040,1,1
12.363169120,0,1
12.363219840,0,0
12.363669120,1,0
12.363724000,1,1
12.364169120,0,1
12.364220480,0,0
12.364668960,1,0
12.364723040,1,1
12.365168960,0,1
12.365220000,0,0
12.365668960,1,0
12.365722880,1,1
12.366168960,0,1
12.366220160,0,0
12.366668960,1,0
12.366719680,1,1
12.367168800,0,1
12.367219680,0,0
12.367668800,1,0
12.367719840,1,1
12.368168800,0,1
12.368222720,0,0
12.368668800,1,0
12.368719840,1,1
12.369168800,0,1
12.369222400,0,0
12.369668640,1,0
12.369719840,1,1
12.370168640,0,1
12.370222720,0,0
12.370668640,1,0
12.370719520,1,1
12.371168640,0,1
12.371222560,0,0
12.371668640,1,0
12.371719520,1,1
12.372168640,0,1
12.372222400,0,0
12.372668480,1,0
12.372719360,1,1
12.373168480,0,1
12.373222560,0,0
12.373668480,1,0
12.373720320,1,1
12.374168480,0,1
12.374223200,0,0
12.374668480,1,0
12.374719360,1,1
12.375168480,0,1
12.375222880,0,0
12.375668320,1,0
12.375719680,1,1
12.376168320,0,1
12.376222720,0,0
12.376668320,1,0
12.376719200,1,1
12.377168320,0,1
12.377219360,0,0
12.377668320,1,0
12.377719360,1,1
12.378168160,0,1
12.378219040,0,0
12.378668160,1,0
12.378722240,1,1
12.379168160,0,1
12.379220320,0,0
12.379668160,1,0
12.379718560,1,1
12.380168160,0,1
12.380215200,0,0
12.380668000,1,0
12.380718240,1,1
12.381168000,0,1
12.381215360,0,0
12.381668000,1,0
12.381718400,1,1
12.382168000,0,1
12.382215680,0,0
12.382668000,1,0
12.382718400,1,1
12.383168000,0,1
12.383215200,0,0
12.383667840,1,0
12.383723360,1,1
12.384167840,0,1
12.384218560,0,0
12.384667840,1,0
12.384721600,1,1
12.385167840,0,1
12.385218400,0,0
12.385667840,1,0
12.385721280,1,1
12.386167840,0,1
12.386218080,0,0
12.386667680,1,0
12.386721600,1,1
12.387167680,0,1
12.387217760,0,0
12.387667680,1,0
12.387717760,1,1
12.388167680,0,1
12.388218240,0,0
12.388667680,1,0
12.388717760,1,1
12.389167520,0,1
12.389220800,0,0
12.389667520,1,0
12.389717760,1,1
12.390167520,0,1
12.390220320,0,0
12.390667520,1,0
12.390718080,1,1
12.391167520,0,1
12.391266080,0,0
12.391667360,1,0
12.391723200,1,1
12.392167360,0,1
12.392224160,0,0
12.392667360,1,0
12.392720160,1,1
12.393167360,0,1
12.393222240,0,0
12.393667360,1,0
12.393720160,1,1
12.394167360,0,1
12.394222720,0,0
12.394667200,1,0
12.394718720,1,1
12.395167200,0,1
12.395222400,0,0
12.395667200,1,0
12.395718720,1,1
12.396167200,0,1
12.396222720,0,0
12.396667200,1,0
12.396718880,1,1
12.397167200,0,1
12.397222080,0,0
12.397667040,1,0
12.397719360,1,1
12.398167040,0,1
12.398222400,0,0
12.398667040,1,0
12.398718880,1,1
12.399167040,0,1
12.399218080,0,0
12.399667040,1,0
12.399719360,1,1
12.400166880,0,1
12.400218560,0,0
12.400666880,1,0
12.400721920,1,1
12.401166880,0,1
12.401218720,0,0
12.401666880,1,0
12.401721760,1,1
12.402166880,0,1
12.402218880,0,0
12.402666720,1,0
12.402721920,1,1
12.403166720,0,1
12.403218240,0,0
12.403666720,1,0
12.403722400,1,1
12.404166720,0,1
12.404218240,0,0
12.404666720,1,0
12.404721600,1,1
12.405166720,0,1
12.405218400,0,0
12.405666560,1,0
12.405721920,1,1
12.406166560,0,1
12.406218400,0,0
12.406666560,1,0
12.406721600,1,1
12.407166560,0,1
12.407218240,0,0
12.407666560,1,0
12.407721760,1,1
12.408166560,0,1
12.408218240,0,0
12.408666400,1,0
12.408721760,1,1
12.409166400,0,1
12.409218240,0,0
12.409666400,1,0
12.409718080,1,1
12.410166400,0,1
12.410218080,0,0
12.410666400,1,0
12.410717920,1,1
12.411166240,0,1
12.411221440,0,0
12.411666240,1,0
12.411718400,1,1
12.412166240,0,1
12.412221120,0,0
12.412666240,1,0
12.412718400,1,1
12.413166240,0,1
12.413221440,0,0
12.413666080,1,0
12.413718720,1,1
12.414166080,0,1
12.414221120,0,0
12.414666080,1,0
12.414718080,1,1
12.415166080,0,1
12.415220800,0,0
12.415666080,1,0
12.415718240,1,1
12.416166080,0,1
12.416221120,0,0
12.416665920,1,0
12.416717920,1,1
12.417165920,0,1
12.417220800,0,0
12.417665920,1,0
12.417717920,1,1
12.418165920,0,1
12.418221120,0,0
12.418665920,1,0
12.418717600,1,1
12.419165920,0,1
12.419221280,0,0
12.419665760,1,0
12.419717920,1,1
12.420165760,0,1
12.420217920,0,0
12.420665760,1,0
12.420717920,1,1
12.421165760,0,1
12.421217920,0,0
12.421665600,1,0
12.421721120,1,1
12.422165600,0,1
12.422217600,0,0
12.422665600,1,0
12.422720160,1,1
12.423165600,0,1
12.423217440,0,0
12.423665600,1,0
12.423721760,1,1
12.424165600,0,1
12.424217760,0,0
12.424665440,1,0
12.424720480,1,1
12.425165440,0,1
12.425217440,0,0
12.425665440,1,0
12.425720480,1,1
12.426165440,0,1
12.426217120,0,0
12.426665440,1,0
12.426720480,1,1
12.427165440,0,1
12.427217280,0,0
12.427665280,1,0
12.427720800,1,1
12.428165280,0,1
12.428217120,0,0
12.428665280,1,0
12.428720320,1,1
12.429165280,0,1
12.429216800,0,0
12.429665280,1,0
12.429720800,1,1
12.430165280,0,1
12.430216800,0,0
12.430665120,1,0
12.430720160,1,1
12.431165120,0,1
12.431217120,0,0
12.431665120,1,0
12.431716480,1,1
12.432165120,0,1
12.432216960,0,0
12.432664960,1,0
12.432716640,1,1
12.433164960,0,1
12.433220320,0,0
12.433664960,1,0
12.433717920,1,1
12.434164960,0,1
12.434220000,0,0
12.434664960,1,0
12.434717280,1,1
12.435164960,0,1
12.435220000,0,0
12.435664800,1,0
12.435716480,1,1
12.436164800,0,1
12.436220160,0,0
12.436664800,1,0
12.436716960,1,1
12.437164800,0,1
12.437220160,0,0
12.437664800,1,0
12.437716800,1,1
12.438164800,0,1
12.438219520,0,0
12.438664640,1,0
12.438716480,1,1
12.439164640,0,1
12.439219840,0,0
12.439664640,1,0
12.439716640,1,1
12.440164640,0,1
12.440219680,0,0
12.440664640,1,0
12.440716480,1,1
12.441164480,0,1
12.441219680,0,0
12.441664480,1,0
12.441716160,1,1
12.442164480,0,1
12.442216320,0,0
12.442664480,1,0
12.442716320,1,1
12.443164480,0,1
12.443216320,0,0
12.443664320,1,0
12.443720320,1,1
12.444164320,0,1
12.444216320,0,0
12.444664320,1,0
12.444719680,1,1
12.445164320,0,1
12.445216000,0,0
12.445664320,1,0
12.445719360,1,1
12.446164320,0,1
12.446216320,0,0
12.446664160,1,0
12.446719040,1,1
12.447164160,0,1
12.447216160,0,0
12.447664160,1,0
12.447719680,1,1
12.448164160,0,1
12.448216160,0,0
12.448664160,1,0
12.448719680,1,1
12.449164160,0,1
12.449215840,0,0
12.449664000,1,0
12.449719200,1,1
12.450164000,0,1
12.450216160,0,0
12.450664000,1,0
12.450718880,1,1
12.451164000,0,1
12.451215840,0,0
12.451664000,1,0
12.451719200,1,1
12.452163840,0,1
12.452215840,0,0
12.452663840,1,0
12.452715840,1,1
12.453163840,0,1
12.453215680,0,0
12.453663840,1,0
12.453716160,1,1
12.454163840,0,1
12.454219360,0,0
12.454663680,1,0
12.454715360,1,1
12.455163680,0,1
12.455218560,0,0
12.455663680,1,0
12.455715680,1,1
12.456163680,0,1
12.456218720,0,0
12.456663680,1,0
12.456715200,1,1
12.457163680,0,1
12.457218240,0,0
12.457663520,1,0
12.457715360,1,1
12.458163520,0,1
12.458218240,0,0
12.458663520,1,0
12.458715200,1,1
12.459163520,0,1
12.459218720,0,0
12.459663520,1,0
12.459715360,1,1
12.460163520,0,1
12.460218240,0,0
12.460663360,1,0
12.460715200,1,1
12.461163360,0,1
12.461218560,0,0
12.461663360,1,0
12.461715360,1,1
12.462163360,0,1
12.462218400,0,0
12.462663360,1,0
12.462715040,1,1
12.463163200,0,1
12.463218560,0,0
12.463663200,1,0
12.463715840,1,1
12.464163200,0,1
12.464214880,0,0
12.464663200,1,0
12.464715040,1,1
12.465163200,0,1
12.465214880,0,0
12.465663040,1,0
12.465718560,1,1
12.466163040,0,1
12.466215040,0,0
12.466663040,1,0
12.466718080,1,1
12.467163040,0,1
12.467214880,0,0
12.467663040,1,0
12.467717760,1,1
12.468163040,0,1
12.468214400,0,0
12.468662880,1,0
12.468717920,1,1
12.469162880,0,1
12.469214720,0,0
12.469662880,1,0
12.469717920,1,1
12.470162880,0,1
12.470214560,0,0
12.470662880,1,0
12.470717600,1,1
12.471162880,0,1
12.471214720,0,0
12.471662720,1,0
12.471717920,1,1
12.472162720,0,1
12.472214400,0,0
12.472662720,1,0
12.472717600,1,1
12.473162720,0,1
12.473214560,0,0
12.473662720,1,0
12.473718720,1,1
12.474162560,0,1
12.474214240,0,0
12.474662560,1,0
12.474714240,1,1
12.475162560,0,1
12.475214560,0,0
12.475662560,1,0
12.475714400,1,1
12.476162560,0,1
12.476217600,0,0
12.476662400,1,0
12.476714080,1,1
12.477162400,0,1
12.477217440,0,0
12.477662400,1,0
12.477714240,1,1
12.478162400,0,1
12.478217120,0,0
12.478662400,1,0
12.478714240,1,1
12.479162400,0,1
12.479217120,0,0
12.479662240,1,0
12.479714240,1,1
12.480162240,0,1
12.480217600,0,0
12.480662240,1,0
12.480714080,1,1
12.481162240,0,1
12.481217280,0,0
12.481662240,1,0
12.481713920,1,1
12.482162240,0,1
12.482217440,0,0
12.482662080,1,0
12.482713760,1,1
12.483162080,0,1
12.483217120,0,0
12.483662080,1,0
12.483714880,1,1
12.484162080,0,1
12.484217280,0,0
12.484662080,1,0
12.484714080,1,1
12.485161920,0,1
12.485213920,0,0
12.485661920,1,0
12.485713760,1,1
12.486161920,0,1
12.486213600,0,0
12.486661920,1,0
12.486717280,1,1
12.487161920,0,1
12.487213600,0,0
12.487661760,1,0
12.487716960,1,1
12.488161760,0,1
12.488213600,0,0
12.488661760,1,0
12.488716320,1,1
12.489161760,0,1
12.489213440,0,0
12.489661760,1,0
12.489716960,1,1
12.490161760,0,1
12.490213760,0,0
12.490661600,1,0
12.490716800,1,1
12.491161600,0,1
12.491213280,0,0
12.491661600,1,0
12.491716640,1,1
12.492161600,0,1
12.492213600,0,0
12.492661600,1,0
12.492716960,1,1
12.493161600,0,1
12.493213600,0,0
12.493661440,1,0
12.493717440,1,1
12.494161440,0,1
12.494213600,0,0
12.494661440,1,0
12.494716320,1,1
12.495161440,0,1
12.495213280,0,0
12.495661440,1,0
12.495716000,1,1
12.496161280,0,1
12.496213600,0,0
12.496661280,1,0
12.496712960,1,1
12.497161280,0,1
12.497213120,0,0
12.497661280,1,0
12.497713120,1,1
12.498161280,0,1
12.498216320,0,0
12.498661120,1,0
12.498713280,1,1
12.499161120,0,1
12.499216320,0,0
12.499661120,1,0
12.499712800,1,1
12.500161120,0,1
12.500216000,0,0
12.500661120,1,0
12.500713280,1,1
12.501161120,0,1
12.501215680,0,0
12.501660960,1,0
12.501713120,1,1
12.502160960,0,1
12.502216000,0,0
12.502660960,1,0
12.502712960,1,1
12.503160960,0,1
12.503216000,0,0
12.503660960,1,0
12.503713920,1,1
12.504160960,0,1
12.504216320,0,0
12.504660800,1,0
12.504712960,1,1
12.505160800,0,1
12.505216000,0,0
12.505660800,1,0
12.505713120,1,1
12.506160800,0,1
12.506216000,0,0
12.506660800,1,0
12.506712800,1,1
12.507160640,0,1
12.507212480,0,0
12.507660640,1,0
12.507712960,1,1
12.508160640,0,1
12.508212640,0,0
12.508660640,1,0
12.508715840,1,1
12.509160640,0,1
12.509212160,0,0
12.509660480,1,0
12.509715360,1,1
12.510160480,0,1
12.510212480,0,0
12.510660480,1,0
12.510715680,1,1
12.511160480,0,1
12.511212640,0,0
12.511660480,1,0
12.511715200,1,1
12.512160480,0,1
12.512212000,0,0
12.512660320,1,0
12.512715840,1,1
12.513160320,0,1
12.513212000,0,0
12.513660320,1,0
12.513716320,1,1
12.514160320,0,1
12.514212160,0,0
12.514660320,1,0
12.514715200,1,1
12.515160320,0,1
12.515212000,0,0
12.515660160,1,0
12.515715200,1,1
12.516160160,0,1
12.516211840,0,0
12.516660160,1,0
12.516715520,1,1
12.517160160,0,1
12.517211840,0,0
12.517660160,1,0
12.517712160,1,1
12.518160000,0,1
12.518212000,0,0
12.518660000,1,0
12.518711840,1,1
12.519160000,0,1
12.519215200,0,0
12.519660000,1,0
12.519711520,1,1
12.520160000,0,1
12.520214560,0,0
12.520659840,1,0
12.520711680,1,1
12.521159840,0,1
12.521214720,0,0
12.521659840,1,0
12.521711680,1,1
12.522159840,0,1
12.522214880,0,0
12.522659840,1,0
12.522712160,1,1
12.523159840,0,1
12.523214720,0,0
12.523659680,1,0
12.523712640,1,1
12.524159680,0,1
12.524214720,0,0
12.524659680,1,0
12.524711680,1,1
12.525159680,0,1
12.525214880,0,0
12.525659680,1,0
12.525711360,1,1
12.526159680,0,1
12.526214880,0,0
12.526659520,1,0
12.526711520,1,1
12.527159520,0,1
12.527215200,0,0
12.527659520,1,0
12.527711040,1,1
12.528159520,0,1
12.528213920,0,0
12.528659520,1,0
12.528711200,1,1
12.529159360,0,1
12.529211040,0,0
12.529659360,1,0
12.529711200,1,1
12.530159360,0,1
12.530211520,0,0
12.530659360,1,0
12.530714080,1,1
12.531159360,0,1
12.531211360,0,0
12.531659200,1,0
12.531714240,1,1
12.532159200,0,1
12.532210880,0,0
12.532659200,1,0
12.532713920,1,1
12.533159200,0,1
12.533210720,0,0
12.533659200,1,0
12.533715200,1,1
12.534159200,0,1
12.534210560,0,0
12.534659040,1,0
12.534714240,1,1
12.535159040,0,1
12.535210720,0,0
12.535659040,1,0
12.535714240,1,1
12.536159040,0,1
12.536210720,0,0
12.536659040,1,0
12.536714240,1,1
12.537159040,0,1
12.537210720,0,0
12.537658880,1,0
12.537714240,1,1
12.538158880,0,1
12.538210400,0,0
12.538658880,1,0
12.538714080,1,1
12.539158880,0,1
12.539210720,0,0
12.539658720,1,0
12.539710880,1,1
12.540158720,0,1
12.540210240,0,0
